Real_Time,Time_Elapsed(s),Lux,Target,Effort,Foil_V,LED_Pct
14:47:50,12.762,842,1000,95,10.0,12
14:47:50,12.961,864,1000,95,10.0,12
14:47:51,13.161,882,1000,96,10.0,12
14:47:51,13.359,893,1000,96,10.0,12
14:47:51,13.56,902,1000,97,10.0,12
14:47:51,13.762,906,1000,97,10.0,12
14:47:51,13.961,912,1000,98,10.0,12
14:47:51,14.157,914,1000,98,10.0,12
14:47:52,14.365,920,1000,99,10.0,12
14:47:52,14.555,926,1000,99,10.0,12
14:47:52,14.762,928,1000,99,10.0,13
14:47:52,14.953,934,1000,100,10.0,13
14:47:52,15.158,940,1000,100,10.0,13
14:47:53,15.358,940,1000,100,10.0,13
14:47:53,15.56,945,1000,101,10.0,13
14:47:53,15.762,951,1000,101,10.0,13
14:47:53,15.953,951,1000,101,10.0,13
14:47:53,16.155,954,1000,101,10.0,13
14:47:54,16.352,958,1000,102,10.0,13
14:47:54,16.552,959,1000,102,10.0,13
14:47:54,16.755,965,1000,102,10.0,13
14:47:54,16.956,968,1000,102,10.0,13
14:47:54,17.157,971,1000,102,10.0,13
14:47:55,17.35,974,1000,102,10.0,13
14:47:55,17.549,972,1000,102,10.0,13
14:47:55,17.748,974,1000,103,10.0,13
14:47:55,17.95,972,1000,103,10.0,14
14:47:55,18.141,975,1000,103,10.0,14
14:47:56,18.347,981,1000,103,10.0,13
